gp_id,GP_Name,GP_Asset_Class,GP_Sector,GP_Sub_Sector,total_invested,num_investments,num_portcos,num_funds
10479,CBRE Global Asia,Real Estate,Value-Add,Rest of World,2231.5479,76,76,76
4602,Vinci Partners - Private Equity,Private Equity,Buyout,Middle Buyout,2227.4407,26,25,26
5455,Shunwei Capital Partners,Private Equity,Venture Capital,Early Stage,2212.4763,339,205,339
2732,Patrizia Europe (Value Add),Real Estate,Value-Add,Europe,2206.7141,157,71,157
16004,TA Select Opportunities,Private Equity,Buyout,Global Buyout,2206.4197,25,25,25
7640,ITE Management,Real Assets,Infrastructure,Transportation,2206.2751,1,0,1
11095,Northlane Capital Partners,Private Equity,Buyout,Small Buyout,2205.1414,42,42,42
3503,Warburg Pincus Real Estate,Real Estate,Opportunistic,Rest of World,2201.5471,40,27,40
6121,Felicis Ventures,Private Equity,Venture Capital,Early Stage,2201.3672,441,428,441
10749,CVC DIF Value Add,Real Assets,Infrastructure,Diversified,2191.4104,37,35,37
8818,Wheelock Street Capital,Real Estate,Opportunistic,US / Global Large Market,2188.6567,80,73,80
9900,PAG Asia Capital,Private Debt,Special Situations,Distressed / Corporates,2188.5415,93,0,93
744,CPE Capital (f.k.a. CHAMP Private Equity),Private Equity,Buyout,Middle Buyout,2188.4133,66,66,66
6734,Altimeter Capital,Private Equity,Venture Capital,Late Stage,2185.061,84,84,84
10328,Henderson Park,Real Estate,Opportunistic,Europe,2184.8633,37,22,37
7397,Stellex Capital Management,Private Equity,Buyout,Middle Buyout,2180.3391,40,39,40
9964,"HarbourVest Partners, LLC Direct",Private Equity,Other,Fund of Funds,2178.689,90,0,90
1653,Industrial Growth Partners,Private Equity,Buyout,Small Buyout,2177.6685,50,50,50
949,Tristan Capital Partners (Curzon),Real Estate,Core / Core+,Europe Core+,2172.9204,82,46,82
17739,Principal Real Estate Investors - Data Centers,Real Estate,Value-Add,US / Global Large Market,2172.8911,15,15,15
2537,Incline Equity Partners (fka PNC),Private Equity,Buyout,Small Buyout,2171.6897,53,53,53
10648,Longship,Private Equity,Buyout,Small Buyout,2167.6687,13,13,13
1874,Kreos Capital,Private Debt,Corporate,Venture Debt,2160.4338,366,366,366
9397,Summit Partners Credit Advisors,Private Debt,Corporate,Direct Lending,2153.4751,68,68,68
11066,Jefferies Credit Partners,Private Debt,Corporate,Direct Lending,2152.6699,105,0,105
749,CRV,Private Equity,Venture Capital,Early Stage,2146.1982,403,403,403
33,ABS Capital Partners,Private Equity,Growth Equity,Small Growth Equity,2145.3328,112,112,112
9754,KKR Real Estate Europe,Real Estate,Opportunistic,Europe,2139.4236,71,67,71
18615,Ares Real Estate - Mexico,Real Estate,Value-Add,Rest of World,2132.8711,49,48,49
1458,Alpha Group,Private Equity,Buyout,Middle Buyout,2128.0332,55,55,55
10559,KKR Real Estate Asia,Real Estate,Opportunistic,Rest of World,2125.8708,34,25,34
10269,Edmond de Rothschild Infrastructure Debt,Private Debt,Infrastructure & Real Assets,Infrastructure Debt,2125.5605,102,102,102
14654,Denham Capital,Real Assets,Infrastructure,Power,2125.2405,31,31,31
4548,Level Equity Growth Partners,Private Equity,Growth Equity,Small Growth Equity,2123.9058,112,112,112
10583,Oaktree Real Estate CMBS,Private Debt,Real Estate Credit,Securitized,2123.1265,60,0,60
14426,RRG Capital Management,Real Assets,Natural Resources,Agriculture,2121.8535,28,14,28
2194,WindRose Health Investors,Private Equity,Buyout,Small Buyout,2121.2351,58,57,58
3216,Turkven Private Equity,Private Equity,Buyout,Small Buyout,2119.2988,25,25,25
14113,Ares Energy Opportunities,Private Debt,Infrastructure & Real Assets,Energy and Power,2117.3831,15,15,15
2989,Sterling Investment Partners,Private Equity,Buyout,Small Buyout,2116.9912,47,46,47
5311,IMM Private Equity,Private Equity,Growth Equity,Medium Growth Equity,2115.4919,31,31,31
6294,Oaktree European Capital Solutions,Private Debt,Real Estate Credit,Multi-strategy Debt,2112.1577,35,35,35
13738,Centurium Capital,Private Equity,Growth Equity,Medium Growth Equity,2109.5,12,12,12
9638,EQT Mid Market Europe,Private Equity,Buyout,Middle Buyout,2107.6519,28,28,28
1079,Edison Partners,Private Equity,Growth Equity,Small Growth Equity,2101.2427,261,261,261
3749,Stirling Square Capital Partners,Private Equity,Buyout,Middle Buyout,2098.7781,36,36,36
1658,Industry Ventures,Private Equity,Venture Capital,Direct Secondaries,2097.9954,445,178,445
1902,LaSalle Income and Growth,Real Estate,Value-Add,US / Global Large Market,2097.7,75,73,75
11302,Eastern Bell Capital,Private Equity,Venture Capital,Early Stage,2096.6382,195,194,195
1426,Graphite Capital Management,Private Equity,Buyout,Small Buyout,2092.1926,119,119,119
6696,Palistar Capital,Real Assets,Infrastructure,Communications,2090.3904,10,10,10
11480,Whitehorse Liquidity Partners,Private Equity,Other,Secondaries,2089.4846,29,0,29
3026,SV Life Sciences,Private Equity,Venture Capital,Balanced,2085.428,207,207,207
4655,Irving Place Capital,Private Equity,Buyout,Middle Buyout,2084.8999,18,18,18
2461,Patron Capital Advisers LLP,Real Estate,Opportunistic,Europe,2083.1594,65,50,65
7446,SC Capital Partners,Real Estate,Opportunistic,Rest of World,2082.8811,84,41,84
9400,Summit Subordinated Debt,Private Debt,Special Situations,Mezzanine,2082.4719,91,91,91
14809,Ares Real Estate - Opportunistic,Real Estate,Opportunistic,US / Global Large Market,2080.7383,52,47,52
10521,BentallGreenOak Asia,Real Estate,Opportunistic,Rest of World,2068.5837,57,37,57
10178,Angelo Gordon - Core,Real Estate,Core / Core+,US Core+,2063.5383,82,81,82
2627,Quadrangle Group,Private Equity,Buyout,Middle Buyout,2063.3,27,27,27
6961,Fairfield Residential,Real Estate,Value-Add,US / Global Large Market,2061.6353,102,33,102
9558,eEquity,Private Equity,Growth Equity,Small Growth Equity,2047.8284,39,39,39
10277,Mesirow Financial Real Estate,Real Estate,Value-Add,US Medium Market,2044.5048,69,69,69
2470,Penfund,Private Debt,Special Situations,Mezzanine,2044.0835,49,49,49
6253,CataCap,Private Equity,Buyout,Small Buyout,2042.7805,14,14,14
13890,Everbridge Partners,Private Equity,Buyout,Middle Buyout,2031.4808,21,21,21
14731,Willow Tree Credit Partners,Private Debt,Corporate,Direct Lending,2028.943,181,181,181
1642,True North (Fka: India Value Fund Advisors),Private Equity,Buyout,Middle Buyout,2027.0525,70,70,70
6184,DBAY Advisors,Private Equity,Buyout,Small Buyout,2026.0524,39,37,39
11175,EQT Industrial Europe,Real Estate,Value-Add,Europe,2025.1306,224,223,224
7629,CVC Capital Partners Growth Partners,Private Equity,Growth Equity,Medium Growth Equity,2023.736,18,18,18
9320,Khosla Ventures Seed,Private Equity,Venture Capital,Early Stage,2007.0431,558,558,558
2100,Merit Capital Partners,Private Debt,Special Situations,Mezzanine,2004.7003,92,92,92
10467,Cabot Industrial Core,Real Estate,Core / Core+,US Core,2004.2703,69,10,69
15602,Apax Partners Credit,Private Debt,Special Situations,Distressed / Corporates,2002.5128,158,158,158
17915,JVP Management,Private Debt,Real Estate Credit,Multi-strategy Debt,2001.5298,35,20,35
8832,Woodbourne Capital Management International,Real Estate,Opportunistic,Rest of World,1998.3132,92,86,92
1557,High Street Equity Advisors,Real Estate,Value-Add,US Small Market,1990.5389,279,279,279
7663,HPS Asset Backed,Private Debt,Other,ABL (Asset Backed Lending),1985.9504,11,9,11
10344,FSI SGR S.p.A.,Private Equity,Growth Equity,Direct Secondaries,1984.1244,17,17,17
15861,Qualitas Energy Partners,Real Assets,Infrastructure,Renewables,1980.1882,14,14,14
200,Ampersand Capital Partners,Private Equity,Growth Equity,Small Growth Equity,1979.5741,149,149,149
4896,Raine Partners,Private Equity,Growth Equity,Medium Growth Equity,1978.85,32,32,32
5518,Anchor Equity Partners,Private Equity,Growth Equity,Medium Growth Equity,1974.4712,28,28,28
5538,Alder,Private Equity,Buyout,Small Buyout,1967.0193,17,17,17
5857,TPG NewQuest,Private Equity,Other,Secondaries,1964.7158,85,84,85
2669,Redpoint Ventures,Private Equity,Venture Capital,Early Stage,1963.5367,213,213,213
10465,Brookfield - Global,Real Estate,Opportunistic,Rest of World,1961.9349,18,0,18
10843,Apax Digital,Private Equity,Growth Equity,Medium Growth Equity,1958.1163,25,25,25
9822,Orion Infrastructure Capital,Real Assets,Infrastructure,Diversified,1956.24,33,31,33
3279,Venrock Associates,Private Equity,Venture Capital,Balanced,1953.8655,204,204,204
10988,L Catterton Partners Europe,Private Equity,Buyout,Middle Buyout,1951.4036,49,49,49
7368,ArchiMed,Private Equity,Buyout,Small Buyout,1946.5269,35,35,35
918,Crescent Capital Partners,Private Equity,Buyout,Middle Buyout,1943.453,39,39,39
14230,Fortress Investment Group NPL,Private Debt,Real Estate Credit,Distressed / NPL,1941.0061,44,1,44
6527,Blackbird Ventures,Private Equity,Venture Capital,Early Stage,1940.6947,239,239,239
14369,Idinvest Dette Senior,Private Debt,Corporate,Syndicated Loans,1939.51,166,166,166
3840,Norwest Mezzanine Partners,Private Debt,Special Situations,Mezzanine,1937.7361,60,60,60
7030,Acacia Capital Corporation,Real Estate,Value-Add,US Small Market,1931.7351,140,140,140
7415,Bernhard Capital Partners,Real Assets,Energy,ENR Services,1928.9613,17,17,17
106,Aisling Capital,Private Equity,Venture Capital,Late Stage,1927.5507,123,123,123
9362,Pinebridge Secondary Partners,Private Equity,Other,Fund of Funds,1924.3695,95,0,95
8782,Virtus Real Estate Capital,Real Estate,Value-Add,US Small Market,1922.733,168,112,168
11227,Coima,Real Estate,Value-Add,Europe,1922.3982,41,30,41
3329,VMG Capital Partners,Private Equity,Buyout,Small Buyout,1915.6666,60,60,60
14484,Francisco Partners Opportunistic Credit,Private Debt,Special Situations,Distressed / Corporates,1915.4541,40,37,40
10126,ARA Venn,Private Debt,Real Estate Credit,Private Performing,1912.0167,72,72,72
26343,a16z Bio,Private Equity,Venture Capital,Balanced,1908.0723,124,123,124
898,Healthcare Royalty Partners,Private Debt,Other,IP/Royalty,1905.5677,46,46,46
6463,Blue Road Capital,Real Assets,Natural Resources,Agriculture,1899.8618,58,58,58
11588,Vista Equity Partners Perennial Capital,Private Equity,Buyout,Global Buyout,1895.5,2,2,2
1110,Endeavour Capital,Private Equity,Buyout,Small Buyout,1889.8979,62,62,62
4091,CI Capital,Private Equity,Buyout,Middle Buyout,1886.5964,35,35,35
4189,UBS Infrastructure,Real Assets,Infrastructure,Diversified,1884.0302,11,11,11
8893,Muzinich & Co,Private Debt,Corporate,Direct Lending,1883.1449,105,55,105
15290,Ares Alternative Credit,Private Debt,Other,ABL (Asset Backed Lending),1878.7362,28,0,28
16737,Silicon Valley Bank,Private Debt,Corporate,Venture Debt,1877.4958,216,0,216
8445,Pantzer Properties,Real Estate,Opportunistic,US Small Market,1876.7107,83,83,83
10509,EQT Exeter Industrial - Core,Real Estate,Core / Core+,US Core,1874.231,137,85,137
2000,MC (M/C) Partners,Private Equity,Buyout,Small Buyout,1871.926,102,102,102
17388,Arjun Infrastructure,Real Assets,Infrastructure,Diversified,1864.8708,8,8,8
2545,Polaris Partners,Private Equity,Venture Capital,Early Stage,1861.3732,193,193,193
436,Beecken Petty O'Keefe & Company,Private Equity,Buyout,Small Buyout,1858.4434,66,66,66
4065,Epiris,Private Equity,Buyout,Middle Buyout,1855.3585,32,32,32
2913,Sofinnova Investments,Private Equity,Venture Capital,Late Stage,1854.6322,101,100,101
13945,Certares Holdings,Private Equity,Buyout,Large Buyout,1850.7559,13,13,13
6376,Rubicon Technology Partners,Private Equity,Buyout,Small Buyout,1845.11,20,20,20
10634,Tishman Speyer Europe,Real Estate,Value-Add,Europe,1843.9438,33,31,33
16653,Zeev Ventures,Private Equity,Venture Capital,Early Stage,1843.2959,124,123,124
1084,Egeria Private Equity,Private Equity,Buyout,Middle Buyout,1840.8043,42,42,42
13891,GI Partners Infrastructure,Real Assets,Infrastructure,Communications,1840.0869,10,10,10
4088,Rockland Capital,Real Assets,Infrastructure,Power,1839.7666,47,47,47
14527,PSG Europe,Private Equity,Growth Equity,Medium Growth Equity,1838.2974,30,30,30
13541,Vanbarton Group,Real Estate,Value-Add,US Small Market,1837.7776,42,42,42
655,Carlyle Asia Growth Partners,Private Equity,Growth Equity,Medium Growth Equity,1837.6508,85,85,85
493,Blue Point Capital Partners,Private Equity,Buyout,Small Buyout,1835.7874,64,64,64
4421,Chambers Energy Capital,Real Assets,Energy,ENR Diversified,1831.1041,41,41,41
25285,Sixth Street Specialty Lending Europe,Private Debt,Corporate,Direct Lending,1827.319,47,0,47
6844,Schroders Greencoat LLP,Real Assets,Infrastructure,Renewables,1827.1825,26,26,26
408,Livingbridge,Private Equity,Buyout,Small Buyout,1826.4414,80,80,80
4489,Atomico Ventures,Private Equity,Venture Capital,Early Stage,1826.1365,374,373,374
1067,ECI Partners,Private Equity,Buyout,Small Buyout,1825.4904,70,70,70
810,CBPE Capital,Private Equity,Buyout,Small Buyout,1824.3939,122,122,122
10893,Bain Capital Life Sciences,Private Equity,Venture Capital,Balanced,1819.6603,29,29,29
17398,AllianceBernstein Europe Credit - Senior,Private Debt,Real Estate Credit,Multi-strategy Debt,1817.5389,52,52,52
9310,IDG-Accel China Growth,Private Equity,Growth Equity,Medium Growth Equity,1814.1973,54,54,54
14174,Kartesia Senior Opportunities,Private Debt,Corporate,Direct Lending,1813.5125,77,77,77
9973,Highland Europe,Private Equity,Growth Equity,Medium Growth Equity,1812.963,72,72,72
10635,Tishman Speyer European Core,Real Estate,Core / Core+,Europe Core,1811.885,24,0,24
9399,Summit Partners Venture Capital,Private Equity,Venture Capital,Balanced,1811.056,143,143,143
15938,Antin Infrastructure Partners - Mid Cap,Real Assets,Infrastructure,Diversified,1807.431,13,13,13
5515,Victory Park,Private Debt,Other,ABL (Asset Backed Lending),1806.7021,31,30,31
9117,Wellington Hedge Management,Private Equity,Venture Capital,Late Stage,1805.4037,60,60,60
3754,Abraaj Infrastructure,Real Assets,Infrastructure,Diversified,1801.3987,12,12,12
11686,Bridge Investment Group (Workforce and Affordable Housing),Real Estate,Core / Core+,US Core+,1800.7258,71,30,71
26004,Warburg Pincus Real Estate (Core),Real Estate,Core / Core+,Core,1800.0769,3,0,3
14173,Loyal Valley Capital,Private Equity,Growth Equity,Medium Growth Equity,1795.9908,86,86,86
2471,Peninsula Capital Partners,Private Debt,Special Situations,Mezzanine,1794.3927,146,146,146
10968,Motive Partners,Private Equity,Growth Equity,Small Growth Equity,1788.0925,23,23,23
11186,Fengate Real Asset Investments,Real Assets,Infrastructure,Diversified,1786.4313,46,16,46
1153,Apheon (fka Ergon Capital Partners),Private Equity,Buyout,Small Buyout,1784.7241,39,39,39
8979,Instar,Real Assets,Infrastructure,Diversified,1781.1621,14,14,14
9691,Carnelian Energy Capital,Real Assets,Energy,ENR Services,1780.798,32,32,32
11801,TPG Tech Adjacencies,Private Equity,Venture Capital,Late Stage,1779.6028,21,21,21
14840,Ohana Real Estate Investors,Real Estate,Value-Add,US Medium Market,1779.5283,21,21,21
7135,InvestiRE SGR,Real Estate,Core / Core+,Europe Core+,1779.3363,459,374,459
323,August Capital,Private Equity,Venture Capital,Early Stage,1778.9707,132,132,132
9233,Accel India,Private Equity,Venture Capital,Early Stage,1778.557,330,330,330
3458,Comvest Investment Partners,Private Equity,Buyout,Small Buyout,1776.6826,54,54,54
4855,Balderton Capital,Private Equity,Venture Capital,Balanced,1771.4626,198,197,198
6202,Creador Management Company,Private Equity,Growth Equity,Small Growth Equity,1770.9,54,54,54
16009,Arctos Partners,Private Equity,Other,GP Stakes,1770.4358,30,28,30
18280,Nordic Real Estate Partners - Core,Real Estate,Core / Core+,Europe Core+,1765.6898,96,49,96
8934,"Shamrock Capital Advisors, LLC",Private Equity,Buyout,Small Buyout,1765.4487,49,49,49
799,Blackstone Life Sciences,Private Equity,Venture Capital,Late Stage,1764.4697,102,100,102
2469,Pegasus Capital Advisors,Private Equity,Buyout,Small Buyout,1763.6868,86,86,86
7394,Cube Infrastructure,Real Assets,Infrastructure,Diversified,1763.6735,23,23,23
7574,Round Hill Capital,Real Estate,Value-Add,Europe,1763.6426,23,23,23
2728,Rockbridge Capital,Real Estate,Opportunistic,US Small Market,1758.0198,237,231,237
6756,Revelstoke Capital Partners,Private Equity,Buyout,Small Buyout,1755.7245,28,28,28
3408,Windjammer Capital,Private Debt,Special Situations,Mezzanine,1747.4946,24,24,24
792,CIVC Partners,Private Equity,Buyout,Middle Buyout,1741.8549,68,68,68
2914,SAIF Partners,Private Equity,Growth Equity,Medium Growth Equity,1741.5748,119,119,119
1099,Emergence Capital Partners,Private Equity,Venture Capital,Early Stage,1740.2889,125,123,125
2846,Sevin Rosen Funds,Private Equity,Venture Capital,Early Stage,1739.3301,296,296,296
9758,Rockpoint Group Core-Plus,Real Estate,Core / Core+,US Core+,1738.1417,21,20,21
16966,Gurnet Point Capital,Private Equity,Buyout,Small Buyout,1735.6616,10,10,10
2322,Norwest Equity Partners,Private Equity,Buyout,Middle Buyout,1735.4,23,23,23
9834,Bluescape Energy Partners,Real Assets,Energy,ENR Diversified,1729.4,26,18,26
15429,Periksop Partners,Real Estate,Opportunistic,Europe,1727.1281,52,0,52
3790,Mainsail Partners,Private Equity,Buyout,Small Buyout,1725.929,55,55,55
2314,Northstar Equity Partners,Private Equity,Buyout,Small Buyout,1725.6588,47,46,47
5927,LUXCARA Advisory,Real Assets,Infrastructure,Renewables,1725.4354,58,0,58
380,Banc Funds Company,Private Equity,Buyout,Small Buyout,1722.5731,667,667,667
9813,Pearl Diver,Private Debt,Structured Credit,CLOs,1711.4515,205,0,205
17570,Veritas Capital Credit,Private Debt,Corporate,Opportunistic Lending,1709.8568,91,91,91
2302,North Castle Partners,Private Equity,Buyout,Small Buyout,1709.3689,57,57,57
6580,Artemis Real Estate Partners,Real Estate,Value-Add,US / Global Large Market,1707.7523,113,71,113
11472,Global Infrastructure Partners CAPS,Private Debt,Infrastructure & Real Assets,Energy and Power,1706.8806,19,12,19
6954,TPG Energy,Private Equity,Buyout,Middle Buyout,1704.0975,8,8,8
11675,Warren Equity Partners,Private Equity,Buyout,Small Buyout,1703.9336,26,26,26
11016,RiverGlade Capital,Private Equity,Buyout,Small Buyout,1697.339,41,41,41
